policy,modulus_profile,d,rank,coeff_linf_bound,max_width,scalar_n,search_cap,hit_cap,profile,target_bits,max_adps16_quantum_rop_log2,next_adps16_quantum_rop_log2,max_beta,max_zeta,next_beta,next_zeta,cutoff_kind
Quantum128BitADPS16,q31,512,19,33554431,6400000000000,9728,6400000000000,true,local-minimum+proven-pruned-certification,128.0,5079.441846222189,,4934,0,,,AtLeast
Quantum128BitADPS16,q31,512,20,33554431,6400000000000,10240,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:15687.540681555995,,4934,3276799999980431,,,AtLeast
Quantum128BitADPS16,q31,1024,1,33554431,1,1024,6400000000000,false,local-minimum+proven-pruned-certification,128.0,4661.512179505436,85.595000000000,1024,0,323,0,Exact
Quantum128BitADPS16,q31,1024,2,33554431,6400000000000,2048,6400000000000,true,local-minimum+proven-pruned-certification,128.0,209.350000000000,,790,0,,,AtLeast
Quantum128BitADPS16,q31,1024,3,33554431,6400000000000,3072,6400000000000,true,local-minimum+proven-pruned-certification,128.0,347.680000000000,,1312,0,,,AtLeast
Quantum128BitADPS16,q31,1024,4,33554431,6400000000000,4096,6400000000000,true,local-minimum+proven-pruned-certification,128.0,493.430000000000,,1862,0,,,AtLeast
Quantum128BitADPS16,q31,1024,5,33554431,6400000000000,5120,6400000000000,true,local-minimum+proven-pruned-certification,128.0,644.215000000000,,2431,0,,,AtLeast
Quantum128BitADPS16,q31,1024,6,33554431,6400000000000,6144,6400000000000,true,local-minimum+proven-pruned-certification,128.0,799.240000000000,,3016,0,,,AtLeast
Quantum128BitADPS16,q31,1024,7,33554431,6400000000000,7168,6400000000000,true,local-minimum+proven-pruned-certification,128.0,957.710000000000,,3614,0,,,AtLeast
Quantum128BitADPS16,q31,1024,8,33554431,6400000000000,8192,6400000000000,true,local-minimum+proven-pruned-certification,128.0,1118.830000000000,,4222,0,,,AtLeast
Quantum128BitADPS16,q31,1024,9,33554431,6400000000000,9216,6400000000000,true,local-minimum+proven-pruned-certification,128.0,1282.335000000000,,4839,0,,,AtLeast
Quantum128BitADPS16,q31,1024,10,33554431,6400000000000,10240,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:15687.540681555995,,4934,6553599999980431,,,AtLeast
Quantum128BitADPS16,q31,1024,11,33554431,6400000000000,11264,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:45537.902854699329,,4934,6553599999979475,,,AtLeast
Quantum128BitADPS16,q31,1024,12,33554431,6400000000000,12288,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:78970.116524999932,,4934,6553599999978563,,,AtLeast
Quantum128BitADPS16,q31,1024,13,33554431,6400000000000,13312,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:113874.092361931092,,4934,6553599999977687,,,AtLeast
Quantum128BitADPS16,q31,1024,14,33554431,6400000000000,14336,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:149865.976219997625,,4934,6553599999976845,,,AtLeast
Quantum128BitADPS16,q31,1024,15,33554431,6400000000000,15360,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:186810.756981091137,,4934,6553599999976032,,,AtLeast
Quantum128BitADPS16,q31,1024,16,33554431,6400000000000,16384,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:224606.328083567525,,4934,6553599999975246,,,AtLeast
Quantum128BitADPS16,q31,1024,17,33554431,6400000000000,17408,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:263177.706151250924,,4934,6553599999974484,,,AtLeast
Quantum128BitADPS16,q31,1024,18,33554431,6400000000000,18432,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:302446.706511172175,,4934,6553599999973745,,,AtLeast
Quantum128BitADPS16,q31,1024,19,33554431,6400000000000,19456,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:342378.466079515463,,4934,6553599999973025,,,AtLeast
Quantum128BitADPS16,q31,1024,20,33554431,6400000000000,20480,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:382906.445454398403,,4934,6553599999972324,,,AtLeast
Quantum128BitADPS16,q31,64,1,67108863,1,64,6400000000000,false,local-minimum+proven-pruned-certification,128.0,233.001119230681,10.600000000000,64,0,40,0,Exact
Quantum128BitADPS16,q31,64,2,67108863,2,128,6400000000000,false,local-minimum+proven-pruned-certification,128.0,460.486014532725,10.600000000000,128,0,40,0,Exact
Quantum128BitADPS16,q31,64,3,67108863,3,192,6400000000000,false,local-minimum+proven-pruned-certification,128.0,687.764482440345,10.600000000000,192,0,40,0,Exact
Quantum128BitADPS16,q31,64,4,67108863,4,256,6400000000000,false,local-minimum+proven-pruned-certification,128.0,914.958383009492,27.825000000000,256,0,105,0,Exact
Quantum128BitADPS16,q31,64,5,67108863,5,320,6400000000000,false,local-minimum+proven-pruned-certification,128.0,1158.986848210553,54.325000000000,308,0,205,0,Exact
Quantum128BitADPS16,q31,64,6,67108863,6,384,6400000000000,false,local-minimum+proven-pruned-certification,128.0,1369.224186989828,87.980000000000,384,0,332,0,Exact
Quantum128BitADPS16,q31,64,7,67108863,8,448,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.790000000000,51.675000000000,486,0,195,0,Exact
Quantum128BitADPS16,q31,64,8,67108863,9,512,6400000000000,false,local-minimum+proven-pruned-certification,128.0,248.640476065926,72.345000000000,576,0,273,0,Exact
Quantum128BitADPS16,q31,64,9,67108863,10,576,6400000000000,false,local-minimum+proven-pruned-certification,128.0,423.271272453491,96.460000000000,640,0,364,0,Exact
Quantum128BitADPS16,q31,64,10,67108863,11,640,6400000000000,false,local-minimum+proven-pruned-certification,128.0,618.496846042803,123.225000000000,704,0,465,0,Exact
Quantum128BitADPS16,q31,64,11,67108863,13,704,6400000000000,false,local-minimum+proven-pruned-certification,128.0,153.170000000000,98.315000000000,578,0,371,0,Exact
Quantum128BitADPS16,q31,64,12,67108863,14,768,6400000000000,false,local-minimum+proven-pruned-certification,128.0,186.030000000000,119.515000000000,702,0,451,0,Exact
Quantum128BitADPS16,q31,64,13,67108863,16,832,6400000000000,false,local-minimum+proven-pruned-certification,128.0,142.570000000000,102.820000000000,538,0,388,0,Exact
Quantum128BitADPS16,q31,64,14,67108863,17,896,6400000000000,false,local-minimum+proven-pruned-certification,128.0,158.470000000000,120.575000000000,598,0,455,0,Exact
Quantum128BitADPS16,q31,64,15,67108863,19,960,6400000000000,false,local-minimum+proven-pruned-certification,128.0,139.655000000000,115.275000000000,527,0,435,0,Exact
Quantum128BitADPS16,q31,64,16,67108863,21,1024,6400000000000,false,local-minimum+proven-pruned-certification,128.0,131.705000000000,114.215000000000,497,0,431,0,Exact
Quantum128BitADPS16,q31,64,17,67108863,23,1088,6400000000000,false,local-minimum+proven-pruned-certification,128.0,129.055000000000,115.540000000000,487,0,436,0,Exact
Quantum128BitADPS16,q31,64,18,67108863,25,1152,6400000000000,false,local-minimum+proven-pruned-certification,128.0,129.320000000000,118.455000000000,488,0,447,0,Exact
Quantum128BitADPS16,q31,64,19,67108863,27,1216,6400000000000,false,local-minimum+proven-pruned-certification,128.0,131.440000000000,122.165000000000,496,0,461,0,Exact
Quantum128BitADPS16,q31,64,20,67108863,29,1280,6400000000000,false,local-minimum+proven-pruned-certification,128.0,134.620000000000,126.935000000000,508,0,479,0,Exact
Quantum128BitADPS16,q31,128,1,67108863,1,128,6400000000000,false,local-minimum+proven-pruned-certification,128.0,460.486014532725,10.600000000000,128,0,40,0,Exact
Quantum128BitADPS16,q31,128,2,67108863,2,256,6400000000000,false,local-minimum+proven-pruned-certification,128.0,914.958383009492,10.600000000000,256,0,40,0,Exact
Quantum128BitADPS16,q31,128,3,67108863,3,384,6400000000000,false,local-minimum+proven-pruned-certification,128.0,1369.224186989828,34.185000000000,384,0,129,0,Exact
Quantum128BitADPS16,q31,128,4,67108863,4,512,6400000000000,false,local-minimum+proven-pruned-certification,128.0,1823.405410130172,72.345000000000,512,0,273,0,Exact
Quantum128BitADPS16,q31,128,5,67108863,5,640,6400000000000,false,local-minimum+proven-pruned-certification,128.0,2277.540285009980,123.225000000000,640,0,465,0,Exact
Quantum128BitADPS16,q31,128,6,67108863,7,768,6400000000000,false,local-minimum+proven-pruned-certification,128.0,186.030000000000,90.365000000000,702,0,341,0,Exact
Quantum128BitADPS16,q31,128,7,67108863,8,896,6400000000000,false,local-minimum+proven-pruned-certification,128.0,259.435000000000,120.575000000000,979,0,455,0,Exact
Quantum128BitADPS16,q31,128,8,67108863,10,1024,6400000000000,false,local-minimum+proven-pruned-certification,128.0,160.060000000000,114.215000000000,604,0,431,0,Exact
Quantum128BitADPS16,q31,128,9,67108863,12,1152,6400000000000,false,local-minimum+proven-pruned-certification,128.0,144.690000000000,118.455000000000,546,0,447,0,Exact
Quantum128BitADPS16,q31,128,10,67108863,14,1280,6400000000000,false,local-minimum+proven-pruned-certification,128.0,144.955000000000,126.935000000000,547,0,479,0,Exact
Quantum128BitADPS16,q31,128,11,67108863,18,1408,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.790000000000,123.490000000000,486,0,466,0,Exact
Quantum128BitADPS16,q31,128,12,67108863,6400000000000,1536,6400000000000,true,local-minimum+proven-pruned-certification,128.0,131.970000000000,,498,0,,,AtLeast
Quantum128BitADPS16,q31,128,13,67108863,6400000000000,1664,6400000000000,true,local-minimum+proven-pruned-certification,128.0,146.545000000000,,553,0,,,AtLeast
Quantum128BitADPS16,q31,128,14,67108863,6400000000000,1792,6400000000000,true,local-minimum+proven-pruned-certification,128.0,161.650000000000,,610,0,,,AtLeast
Quantum128BitADPS16,q31,128,15,67108863,6400000000000,1920,6400000000000,true,local-minimum+proven-pruned-certification,128.0,176.755000000000,,667,0,,,AtLeast
Quantum128BitADPS16,q31,128,16,67108863,6400000000000,2048,6400000000000,true,local-minimum+proven-pruned-certification,128.0,192.125000000000,,725,0,,,AtLeast
Quantum128BitADPS16,q31,128,17,67108863,6400000000000,2176,6400000000000,true,local-minimum+proven-pruned-certification,128.0,207.760000000000,,784,0,,,AtLeast
Quantum128BitADPS16,q31,128,18,67108863,6400000000000,2304,6400000000000,true,local-minimum+proven-pruned-certification,128.0,223.395000000000,,843,0,,,AtLeast
Quantum128BitADPS16,q31,128,19,67108863,6400000000000,2432,6400000000000,true,local-minimum+proven-pruned-certification,128.0,239.295000000000,,903,0,,,AtLeast
Quantum128BitADPS16,q31,128,20,67108863,6400000000000,2560,6400000000000,true,local-minimum+proven-pruned-certification,128.0,255.195000000000,,963,0,,,AtLeast
Quantum128BitADPS16,q31,256,1,67108863,1,256,6400000000000,false,local-minimum+proven-pruned-certification,128.0,914.958383009492,10.600000000000,256,0,40,0,Exact
Quantum128BitADPS16,q31,256,2,67108863,2,512,6400000000000,false,local-minimum+proven-pruned-certification,128.0,1823.405410130172,35.775000000000,512,0,135,0,Exact
Quantum128BitADPS16,q31,256,3,67108863,3,768,6400000000000,false,local-minimum+proven-pruned-certification,128.0,2731.645842512643,90.365000000000,768,0,341,0,Exact
Quantum128BitADPS16,q31,256,4,67108863,5,1024,6400000000000,false,local-minimum+proven-pruned-certification,128.0,160.060000000000,94.605000000000,604,0,357,0,Exact
Quantum128BitADPS16,q31,256,5,67108863,7,1280,6400000000000,false,local-minimum+proven-pruned-certification,128.0,144.955000000000,116.335000000000,547,0,439,0,Exact
Quantum128BitADPS16,q31,256,6,67108863,6400000000000,1536,6400000000000,true,local-minimum+proven-pruned-certification,128.0,131.970000000000,,498,0,,,AtLeast
Quantum128BitADPS16,q31,256,7,67108863,6400000000000,1792,6400000000000,true,local-minimum+proven-pruned-certification,128.0,161.650000000000,,610,0,,,AtLeast
Quantum128BitADPS16,q31,256,8,67108863,6400000000000,2048,6400000000000,true,local-minimum+proven-pruned-certification,128.0,192.125000000000,,725,0,,,AtLeast
Quantum128BitADPS16,q31,256,9,67108863,6400000000000,2304,6400000000000,true,local-minimum+proven-pruned-certification,128.0,223.395000000000,,843,0,,,AtLeast
Quantum128BitADPS16,q31,256,10,67108863,6400000000000,2560,6400000000000,true,local-minimum+proven-pruned-certification,128.0,255.195000000000,,963,0,,,AtLeast
Quantum128BitADPS16,q31,256,11,67108863,6400000000000,2816,6400000000000,true,local-minimum+proven-pruned-certification,128.0,287.525000000000,,1085,0,,,AtLeast
Quantum128BitADPS16,q31,256,12,67108863,6400000000000,3072,6400000000000,true,local-minimum+proven-pruned-certification,128.0,320.385000000000,,1209,0,,,AtLeast
Quantum128BitADPS16,q31,256,13,67108863,6400000000000,3328,6400000000000,true,local-minimum+proven-pruned-certification,128.0,353.775000000000,,1335,0,,,AtLeast
Quantum128BitADPS16,q31,256,14,67108863,6400000000000,3584,6400000000000,true,local-minimum+proven-pruned-certification,128.0,387.430000000000,,1462,0,,,AtLeast
Quantum128BitADPS16,q31,256,15,67108863,6400000000000,3840,6400000000000,true,local-minimum+proven-pruned-certification,128.0,421.350000000000,,1590,0,,,AtLeast
Quantum128BitADPS16,q31,256,16,67108863,6400000000000,4096,6400000000000,true,local-minimum+proven-pruned-certification,128.0,455.800000000000,,1720,0,,,AtLeast
Quantum128BitADPS16,q31,256,17,67108863,6400000000000,4352,6400000000000,true,local-minimum+proven-pruned-certification,128.0,490.250000000000,,1850,0,,,AtLeast
Quantum128BitADPS16,q31,256,18,67108863,6400000000000,4608,6400000000000,true,local-minimum+proven-pruned-certification,128.0,525.230000000000,,1982,0,,,AtLeast
Quantum128BitADPS16,q31,256,19,67108863,6400000000000,4864,6400000000000,true,local-minimum+proven-pruned-certification,128.0,560.475000000000,,2115,0,,,AtLeast
Quantum128BitADPS16,q31,256,20,67108863,6400000000000,5120,6400000000000,true,local-minimum+proven-pruned-certification,128.0,595.985000000000,,2249,0,,,AtLeast
Quantum128BitADPS16,q31,512,1,67108863,1,512,6400000000000,false,local-minimum+proven-pruned-certification,128.0,1823.405410130172,25.175000000000,512,0,95,0,Exact
Quantum128BitADPS16,q31,512,2,67108863,2,1024,6400000000000,false,local-minimum+proven-pruned-certification,128.0,3639.801684133779,94.605000000000,1024,0,357,0,Exact
Quantum128BitADPS16,q31,512,3,67108863,6400000000000,1536,6400000000000,true,local-minimum+proven-pruned-certification,128.0,131.970000000000,,498,0,,,AtLeast
Quantum128BitADPS16,q31,512,4,67108863,6400000000000,2048,6400000000000,true,local-minimum+proven-pruned-certification,128.0,192.125000000000,,725,0,,,AtLeast
Quantum128BitADPS16,q31,512,5,67108863,6400000000000,2560,6400000000000,true,local-minimum+proven-pruned-certification,128.0,255.195000000000,,963,0,,,AtLeast
Quantum128BitADPS16,q31,512,6,67108863,6400000000000,3072,6400000000000,true,local-minimum+proven-pruned-certification,128.0,320.385000000000,,1209,0,,,AtLeast
Quantum128BitADPS16,q31,512,7,67108863,6400000000000,3584,6400000000000,true,local-minimum+proven-pruned-certification,128.0,387.430000000000,,1462,0,,,AtLeast
Quantum128BitADPS16,q31,512,8,67108863,6400000000000,4096,6400000000000,true,local-minimum+proven-pruned-certification,128.0,455.800000000000,,1720,0,,,AtLeast
Quantum128BitADPS16,q31,512,9,67108863,6400000000000,4608,6400000000000,true,local-minimum+proven-pruned-certification,128.0,525.230000000000,,1982,0,,,AtLeast
Quantum128BitADPS16,q31,512,10,67108863,6400000000000,5120,6400000000000,true,local-minimum+proven-pruned-certification,128.0,595.985000000000,,2249,0,,,AtLeast
Quantum128BitADPS16,q31,512,11,67108863,6400000000000,5632,6400000000000,true,local-minimum+proven-pruned-certification,128.0,667.800000000000,,2520,0,,,AtLeast
Quantum128BitADPS16,q31,512,12,67108863,6400000000000,6144,6400000000000,true,local-minimum+proven-pruned-certification,128.0,740.145000000000,,2793,0,,,AtLeast
Quantum128BitADPS16,q31,512,13,67108863,6400000000000,6656,6400000000000,true,local-minimum+proven-pruned-certification,128.0,813.550000000000,,3070,0,,,AtLeast
Quantum128BitADPS16,q31,512,14,67108863,6400000000000,7168,6400000000000,true,local-minimum+proven-pruned-certification,128.0,887.750000000000,,3350,0,,,AtLeast
Quantum128BitADPS16,q31,512,15,67108863,6400000000000,7680,6400000000000,true,local-minimum+proven-pruned-certification,128.0,962.480000000000,,3632,0,,,AtLeast
Quantum128BitADPS16,q31,512,16,67108863,6400000000000,8192,6400000000000,true,local-minimum+proven-pruned-certification,128.0,1037.740000000000,,3916,0,,,AtLeast
Quantum128BitADPS16,q31,512,17,67108863,6400000000000,8704,6400000000000,true,local-minimum+proven-pruned-certification,128.0,1113.795000000000,,4203,0,,,AtLeast
Quantum128BitADPS16,q31,512,18,67108863,6400000000000,9216,6400000000000,true,local-minimum+proven-pruned-certification,128.0,1190.115000000000,,4491,0,,,AtLeast
Quantum128BitADPS16,q31,512,19,67108863,6400000000000,9728,6400000000000,true,local-minimum+proven-pruned-certification,128.0,1267.230000000000,,4782,0,,,AtLeast
Quantum128BitADPS16,q31,512,20,67108863,6400000000000,10240,6400000000000,true,local-minimum+proven-pruned-certification,128.0,3484.977243086315,,4934,0,,,AtLeast
Quantum128BitADPS16,q31,1024,1,67108863,1,1024,6400000000000,false,local-minimum+proven-pruned-certification,128.0,3639.801684133779,75.525000000000,1024,0,285,0,Exact
Quantum128BitADPS16,q31,1024,2,67108863,6400000000000,2048,6400000000000,true,local-minimum+proven-pruned-certification,128.0,192.125000000000,,725,0,,,AtLeast
Quantum128BitADPS16,q31,1024,3,67108863,6400000000000,3072,6400000000000,true,local-minimum+proven-pruned-certification,128.0,320.385000000000,,1209,0,,,AtLeast
Quantum128BitADPS16,q31,1024,4,67108863,6400000000000,4096,6400000000000,true,local-minimum+proven-pruned-certification,128.0,455.800000000000,,1720,0,,,AtLeast
Quantum128BitADPS16,q31,1024,5,67108863,6400000000000,5120,6400000000000,true,local-minimum+proven-pruned-certification,128.0,595.985000000000,,2249,0,,,AtLeast
Quantum128BitADPS16,q31,1024,6,67108863,6400000000000,6144,6400000000000,true,local-minimum+proven-pruned-certification,128.0,740.145000000000,,2793,0,,,AtLeast
Quantum128BitADPS16,q31,1024,7,67108863,6400000000000,7168,6400000000000,true,local-minimum+proven-pruned-certification,128.0,887.750000000000,,3350,0,,,AtLeast
Quantum128BitADPS16,q31,1024,8,67108863,6400000000000,8192,6400000000000,true,local-minimum+proven-pruned-certification,128.0,1037.740000000000,,3916,0,,,AtLeast
Quantum128BitADPS16,q31,1024,9,67108863,6400000000000,9216,6400000000000,true,local-minimum+proven-pruned-certification,128.0,1190.115000000000,,4491,0,,,AtLeast
Quantum128BitADPS16,q31,1024,10,67108863,6400000000000,10240,6400000000000,true,local-minimum+proven-pruned-certification,128.0,3484.977243086315,,4934,0,,,AtLeast
Quantum128BitADPS16,q31,1024,11,67108863,6400000000000,11264,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:26107.084497646269,,4934,6553599999979475,,,AtLeast
Quantum128BitADPS16,q31,1024,12,67108863,6400000000000,12288,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:57682.937624699218,,4934,6553599999978563,,,AtLeast
Quantum128BitADPS16,q31,1024,13,67108863,6400000000000,13312,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:91582.865565603614,,4934,6553599999977687,,,AtLeast
Quantum128BitADPS16,q31,1024,14,67108863,6400000000000,14336,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:126714.361307144936,,4934,6553599999976845,,,AtLeast
Quantum128BitADPS16,q31,1024,15,67108863,6400000000000,15360,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:162843.316891297844,,4934,6553599999976032,,,AtLeast
Quantum128BitADPS16,q31,1024,16,67108863,6400000000000,16384,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:199852.425737545185,,4934,6553599999975246,,,AtLeast
Quantum128BitADPS16,q31,1024,17,67108863,6400000000000,17408,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:237661.723717878602,,4934,6553599999974484,,,AtLeast
Quantum128BitADPS16,q31,1024,18,67108863,6400000000000,18432,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:276191.709450644208,,4934,6553599999973745,,,AtLeast
Quantum128BitADPS16,q31,1024,19,67108863,6400000000000,19456,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:315403.466207555903,,4934,6553599999973025,,,AtLeast
Quantum128BitADPS16,q31,1024,20,67108863,6400000000000,20480,6400000000000,true,local-minimum+proven-pruned-certification,128.0,above-target:355230.445008323528,,4934,6553599999972324,,,AtLeast
Quantum128BitADPS16,q32,64,1,2,324,64,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.260000000000,127.995000000000,484,0,483,0,Exact
Quantum128BitADPS16,q32,64,2,2,25091,128,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.260000000000,127.995000000000,484,0,483,0,Exact
Quantum128BitADPS16,q32,64,3,2,575569,192,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.260000000000,127.995000000000,484,0,483,0,Exact
Quantum128BitADPS16,q32,64,4,2,7606285,256,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.260000000000,127.995000000000,484,0,483,0,Exact
Quantum128BitADPS16,q32,64,5,2,71853765,320,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.260000000000,127.995000000000,484,0,483,0,Exact
Quantum128BitADPS16,q32,64,6,2,538172268,384,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.260000000000,127.995000000000,484,0,483,0,Exact
Quantum128BitADPS16,q32,64,7,2,3391152362,448,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.260000000000,127.995000000000,484,0,483,0,Exact
Quantum128BitADPS16,q32,64,8,2,18668388748,512,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.260000000000,127.995000000000,484,0,483,0,Exact
Quantum128BitADPS16,q32,64,9,2,92125536693,576,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.260000000000,127.995000000000,484,0,483,0,Exact
Quantum128BitADPS16,q32,64,10,2,415144913962,640,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.260000000000,127.995000000000,484,0,483,0,Exact
Quantum128BitADPS16,q32,64,11,2,1732070632527,704,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.260000000000,127.995000000000,484,0,483,0,Exact
Quantum128BitADPS16,q32,64,12,2,6400000000000,768,6400000000000,true,local-minimum+proven-pruned-certification,128.0,128.790000000000,,486,0,,,AtLeast
Quantum128BitADPS16,q32,64,13,2,6400000000000,832,6400000000000,true,local-minimum+proven-pruned-certification,128.0,143.895000000000,,543,0,,,AtLeast
Quantum128BitADPS16,q32,64,14,2,6400000000000,896,6400000000000,true,local-minimum+proven-pruned-certification,128.0,159.530000000000,,602,0,,,AtLeast
Quantum128BitADPS16,q32,64,15,2,6400000000000,960,6400000000000,true,local-minimum+proven-pruned-certification,128.0,175.430000000000,,662,0,,,AtLeast
Quantum128BitADPS16,q32,64,16,2,6400000000000,1024,6400000000000,true,local-minimum+proven-pruned-certification,128.0,191.330000000000,,722,0,,,AtLeast
Quantum128BitADPS16,q32,64,17,2,6400000000000,1088,6400000000000,true,local-minimum+proven-pruned-certification,128.0,207.495000000000,,783,0,,,AtLeast
Quantum128BitADPS16,q32,64,18,2,6400000000000,1152,6400000000000,true,local-minimum+proven-pruned-certification,128.0,224.190000000000,,846,0,,,AtLeast
Quantum128BitADPS16,q32,64,19,2,6400000000000,1216,6400000000000,true,local-minimum+proven-pruned-certification,128.0,240.885000000000,,909,0,,,AtLeast
Quantum128BitADPS16,q32,64,20,2,6400000000000,1280,6400000000000,true,local-minimum+proven-pruned-certification,128.0,257.580000000000,,972,0,,,AtLeast
Quantum128BitADPS16,q32,128,1,2,12545,128,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.260000000000,127.995000000000,484,0,483,0,Exact
Quantum128BitADPS16,q32,128,2,2,3803142,256,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.260000000000,127.995000000000,484,0,483,0,Exact
Quantum128BitADPS16,q32,128,3,2,269086134,384,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.260000000000,127.995000000000,484,0,483,0,Exact
Quantum128BitADPS16,q32,128,4,2,9334194374,512,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.260000000000,127.995000000000,484,0,483,0,Exact
Quantum128BitADPS16,q32,128,5,2,207572456981,640,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.260000000000,127.995000000000,484,0,483,0,Exact
Quantum128BitADPS16,q32,128,6,2,3381235685724,768,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.260000000000,127.995000000000,484,0,483,0,Exact
Quantum128BitADPS16,q32,128,7,2,6400000000000,896,6400000000000,true,local-minimum+proven-pruned-certification,128.0,150.255000000000,,567,0,,,AtLeast
Quantum128BitADPS16,q32,128,8,2,6400000000000,1024,6400000000000,true,local-minimum+proven-pruned-certification,128.0,180.465000000000,,681,0,,,AtLeast
Quantum128BitADPS16,q32,128,9,2,6400000000000,1152,6400000000000,true,local-minimum+proven-pruned-certification,128.0,211.470000000000,,798,0,,,AtLeast
Quantum128BitADPS16,q32,128,10,2,6400000000000,1280,6400000000000,true,local-minimum+proven-pruned-certification,128.0,243.535000000000,,919,0,,,AtLeast
Quantum128BitADPS16,q32,128,11,2,6400000000000,1408,6400000000000,true,local-minimum+proven-pruned-certification,128.0,276.130000000000,,1042,0,,,AtLeast
Quantum128BitADPS16,q32,128,12,2,6400000000000,1536,6400000000000,true,local-minimum+proven-pruned-certification,128.0,309.255000000000,,1167,0,,,AtLeast
Quantum128BitADPS16,q32,128,13,2,6400000000000,1664,6400000000000,true,local-minimum+proven-pruned-certification,128.0,343.175000000000,,1295,0,,,AtLeast
Quantum128BitADPS16,q32,128,14,2,6400000000000,1792,6400000000000,true,local-minimum+proven-pruned-certification,128.0,377.625000000000,,1425,0,,,AtLeast
Quantum128BitADPS16,q32,128,15,2,6400000000000,1920,6400000000000,true,local-minimum+proven-pruned-certification,128.0,412.340000000000,,1556,0,,,AtLeast
Quantum128BitADPS16,q32,128,16,2,6400000000000,2048,6400000000000,true,local-minimum+proven-pruned-certification,128.0,447.850000000000,,1690,0,,,AtLeast
Quantum128BitADPS16,q32,128,17,2,6400000000000,2176,6400000000000,true,local-minimum+proven-pruned-certification,128.0,483.625000000000,,1825,0,,,AtLeast
Quantum128BitADPS16,q32,128,18,2,6400000000000,2304,6400000000000,true,local-minimum+proven-pruned-certification,128.0,519.665000000000,,1961,0,,,AtLeast
Quantum128BitADPS16,q32,128,19,2,6400000000000,2432,6400000000000,true,local-minimum+proven-pruned-certification,128.0,556.235000000000,,2099,0,,,AtLeast
Quantum128BitADPS16,q32,128,20,2,6400000000000,2560,6400000000000,true,local-minimum+proven-pruned-certification,128.0,593.335000000000,,2239,0,,,AtLeast
Quantum128BitADPS16,q32,256,1,2,1901571,256,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.260000000000,127.995000000000,484,0,483,0,Exact
Quantum128BitADPS16,q32,256,2,2,4667097187,512,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.260000000000,127.995000000000,484,0,483,0,Exact
Quantum128BitADPS16,q32,256,3,2,1690617842862,768,6400000000000,false,local-minimum+proven-pruned-certification,128.0,128.260000000000,127.995000000000,484,0,483,0,Exact
Quantum128BitADPS16,q32,256,4,2,6400000000000,1024,6400000000000,true,local-minimum+proven-pruned-certification,128.0,170.395000000000,,643,0,,,AtLeast
Quantum128BitADPS16,q32,256,5,2,6400000000000,1280,6400000000000,true,local-minimum+proven-pruned-certification,128.0,230.285000000000,,869,0,,,AtLeast
Quantum128BitADPS16,q32,256,6,2,6400000000000,1536,6400000000000,true,local-minimum+proven-pruned-certification,128.0,292.825000000000,,1105,0,,,AtLeast
