log2_arg,dimension,log2_count,repetitions
1.422541501008625,462848,100.2225,2
1.4225415010086253,462848,100.2225,1
1.4225415010086255,462848,100.2225,1
1.4224119389853522,462848,100.2225,3
1.4224119389853525,462848,100.2225,3
1.4224119389853527,462848,100.2225,2
1.422225602576479,462848,100.2225,4
1.4222256025764792,462848,100.2225,4
1.4222256025764795,462848,100.2225,3
