policy,modulus_profile,ring_dimension,module_rank,coeff_linf_bound,scalar_n,accepted_m,immediate_rejected_m,cutoff_kind,certificate_domain,search_cap,hit_cap,discovery_profile
Quantum128BitADPS16,Q64Offset59,128,12,127,1536,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,13,127,1664,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,14,127,1792,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,15,127,1920,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,16,127,2048,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,17,127,2176,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,18,127,2304,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,19,127,2432,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,20,127,2560,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,1,255,128,7168,7169,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,2,255,256,39111936,39111937,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,3,255,384,16905915776,16905915777,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,4,255,512,2548832109440,2548832109441,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,5,255,640,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,6,255,768,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,7,255,896,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,8,255,1024,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,9,255,1152,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,10,255,1280,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,11,255,1408,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,12,255,1536,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,13,255,1664,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,14,255,1792,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,15,255,1920,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,16,255,2048,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,17,255,2176,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,18,255,2304,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,19,255,2432,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,20,255,2560,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,1,511,128,1024,1025,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,2,511,256,8489856,8489857,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,3,511,384,3860169216,3860169217,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,4,511,512,593938832896,593938832897,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,5,511,640,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,6,511,768,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,7,511,896,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,8,511,1024,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,9,511,1152,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,10,511,1280,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,11,511,1408,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,12,511,1536,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,13,511,1664,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,14,511,1792,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,15,511,1920,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,16,511,2048,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,17,511,2176,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,18,511,2304,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,19,511,2432,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,20,511,2560,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,1,1023,128,768,769,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,2,1023,256,1804032,1804033,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,3,1023,384,875720448,875720449,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,4,1023,512,138015851776,138015851777,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,5,1023,640,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,6,1023,768,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,7,1023,896,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,8,1023,1024,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,9,1023,1152,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,10,1023,1280,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,11,1023,1408,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,12,1023,1536,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,13,1023,1664,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,14,1023,1792,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,15,1023,1920,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,16,1023,2048,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,17,1023,2176,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,18,1023,2304,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,19,1023,2432,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,20,1023,2560,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,1,2047,128,640,641,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,2,2047,256,371072,371073,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,3,2047,384,196806528,196806529,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,4,2047,512,31924464128,31924464129,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,5,2047,640,2639515230976,2639515230977,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,6,2047,768,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,7,2047,896,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,8,2047,1024,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,9,2047,1152,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,10,2047,1280,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,11,2047,1408,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,12,2047,1536,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,13,2047,1664,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,14,2047,1792,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,15,2047,1920,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,16,2047,2048,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,17,2047,2176,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,18,2047,2304,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,19,2047,2432,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,20,2047,2560,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,1,4095,128,640,641,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,2,4095,256,72448,72449,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,3,4095,384,43677056,43677057,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,4,4095,512,7339713280,7339713281,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,5,4095,640,617354518400,617354518401,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,6,4095,768,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,7,4095,896,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,8,4095,1024,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,9,4095,1152,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,10,4095,1280,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,11,4095,1408,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,12,4095,1536,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,13,4095,1664,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,14,4095,1792,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,15,4095,1920,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,16,4095,2048,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,17,4095,2176,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,18,4095,2304,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,19,4095,2432,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,20,4095,2560,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,1,8191,128,512,513,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,2,8191,256,12800,12801,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,3,8191,384,9533056,9533057,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,4,8191,512,1674694016,1674694017,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,5,8191,640,143735702912,143735702913,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,6,8191,768,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,7,8191,896,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,8,8191,1024,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,9,8191,1152,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,10,8191,1280,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,11,8191,1408,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,12,8191,1536,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,13,8191,1664,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,14,8191,1792,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,15,8191,1920,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,16,8191,2048,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,17,8191,2176,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,18,8191,2304,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,19,8191,2432,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,20,8191,2560,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,1,16383,128,512,513,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,2,16383,256,1664,1665,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,3,16383,384,2034048,2034049,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,4,16383,512,378538496,378538497,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,5,16383,640,33283201536,33283201537,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,6,16383,768,1804497424768,1804497424769,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,7,16383,896,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,8,16383,1024,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,9,16383,1152,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,10,16383,1280,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,11,16383,1408,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,12,16383,1536,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,13,16383,1664,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,14,16383,1792,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,15,16383,1920,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,16,16383,2048,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,17,16383,2176,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,18,16383,2304,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,19,16383,2432,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,20,16383,2560,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,1,32767,128,384,385,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,2,32767,256,1280,1281,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,3,32767,384,420096,420097,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,4,32767,512,84563328,84563329,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,5,32767,640,7657131008,7657131009,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,6,32767,768,421737065344,421737065345,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,7,32767,896,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,8,32767,1024,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,9,32767,1152,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,10,32767,1280,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,11,32767,1408,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,12,32767,1536,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,13,32767,1664,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,14,32767,1792,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,15,32767,1920,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,16,32767,2048,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,17,32767,2176,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,18,32767,2304,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,19,32767,2432,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,20,32767,2560,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,1,65535,128,384,385,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,2,65535,256,1152,1153,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,3,65535,384,82432,82433,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,4,65535,512,18609280,18609281,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,5,65535,640,1747949056,1747949057,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,6,65535,768,98077637888,98077637889,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,7,65535,896,3825966586880,3825966586881,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,8,65535,1024,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,9,65535,1152,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,10,65535,1280,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,11,65535,1408,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,12,65535,1536,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,13,65535,1664,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,14,65535,1792,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,15,65535,1920,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,16,65535,2048,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,17,65535,2176,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,18,65535,2304,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,19,65535,2432,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,20,65535,2560,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q64Offset59,128,1,131071,128,384,385,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,2,131071,256,1024,1025,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,3,131071,384,14720,14721,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q64Offset59,128,4,131071,512,4014592,4014593,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
