policy,modulus_profile,ring_dimension,module_rank,coeff_linf_bound,scalar_n,accepted_m,immediate_rejected_m,cutoff_kind,certificate_domain,search_cap,hit_cap,discovery_profile
Quantum128BitADPS16,Q32Offset99,128,13,255,1664,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,14,255,1792,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,15,255,1920,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,16,255,2048,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,17,255,2176,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,18,255,2304,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,19,255,2432,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,20,255,2560,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,1,511,128,384,385,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,2,511,256,1024,1025,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,3,511,384,185600,185601,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,4,511,512,8489856,8489857,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,5,511,640,217160576,217160577,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,6,511,768,3860169216,3860169217,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,7,511,896,52895913984,52895913985,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,8,511,1024,593938821888,593938821889,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,9,511,1152,5687562949760,5687562949761,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,10,511,1280,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,11,511,1408,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,12,511,1536,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,13,511,1664,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,14,511,1792,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,15,511,1920,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,16,511,2048,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,17,511,2176,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,18,511,2304,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,19,511,2432,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,20,511,2560,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,1,1023,128,256,257,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,2,1023,256,768,769,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,3,1023,384,34944,34945,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,4,1023,512,1804032,1804033,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,5,1023,640,48163584,48163585,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,6,1023,768,875720448,875720449,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,7,1023,896,12171463168,12171463169,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,8,1023,1024,138015849216,138015849217,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,9,1023,1152,1331264859264,1331264859265,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,10,1023,1280,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,11,1023,1408,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,12,1023,1536,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,13,1023,1664,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,14,1023,1792,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,15,1023,1920,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,16,1023,2048,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,17,1023,2176,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,18,1023,2304,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,19,1023,2432,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,20,1023,2560,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,1,2047,128,256,257,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,2,2047,256,640,641,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,3,2047,384,5760,5761,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,4,2047,512,371072,371073,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,5,2047,640,10516736,10516737,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,6,2047,768,196806528,196806529,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,7,2047,896,2782935936,2782935937,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,8,2047,1024,31924463616,31924463617,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,9,2047,1152,310529206272,310529206273,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,10,2047,1280,2639515176448,2639515176449,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,11,2047,1408,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,12,2047,1536,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,13,2047,1664,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,14,2047,1792,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,15,2047,1920,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,16,2047,2048,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,17,2047,2176,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,18,2047,2304,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,19,2047,2432,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,20,2047,2560,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,1,4095,128,256,257,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,2,4095,256,640,641,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,3,4095,384,1280,1281,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,4,4095,512,72448,72449,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,5,4095,640,2246784,2246785,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,6,4095,768,43677056,43677057,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,7,4095,896,630990464,630990465,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,8,4095,1024,7339713152,7339713153,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,9,4095,1152,72097836800,72097836801,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,10,4095,1280,617354505600,617354505601,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,11,4095,1408,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,12,4095,1536,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,13,4095,1664,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,14,4095,1792,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,15,4095,1920,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,16,4095,2048,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,17,4095,2176,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,18,4095,2304,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,19,4095,2432,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,20,4095,2560,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,1,8191,128,256,257,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,2,8191,256,512,513,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,3,8191,384,1024,1025,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,4,8191,512,12800,12801,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,5,8191,640,465152,465153,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,6,8191,768,9533056,9533057,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,7,8191,896,141547264,141547265,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,8,8191,1024,1674694016,1674694017,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,9,8191,1152,16643366144,16643366145,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,10,8191,1280,143735699840,143735699841,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,11,8191,1408,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,12,8191,1536,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,13,8191,1664,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,14,8191,1792,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,15,8191,1920,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,16,8191,2048,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,17,8191,2176,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,18,8191,2304,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,19,8191,2432,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,20,8191,2560,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,1,16383,128,256,257,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,2,16383,256,512,513,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,3,16383,384,896,897,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,4,16383,512,1664,1665,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,5,16383,640,91648,91649,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,6,16383,768,2034048,2034049,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,7,16383,896,31321344,31321345,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,8,16383,1024,378538496,378538497,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,9,16383,1152,3815302656,3815302657,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,10,16383,1280,33283200896,33283200897,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,11,16383,1408,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,12,16383,1536,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,13,16383,1664,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,14,16383,1792,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,15,16383,1920,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,16,16383,2048,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,17,16383,2176,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,18,16383,2304,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,19,16383,2432,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,20,16383,2560,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,1,32767,128,128,129,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,2,32767,256,384,385,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,3,32767,384,768,769,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,4,32767,512,1280,1281,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,5,32767,640,16512,16513,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,6,32767,768,420096,420097,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,7,32767,896,6807552,6807553,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,8,32767,1024,84563328,84563329,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,9,32767,1152,867237632,867237633,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,10,32767,1280,7657130752,7657130753,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,11,32767,1408,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,12,32767,1536,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,13,32767,1664,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,14,32767,1792,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,15,32767,1920,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,16,32767,2048,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,17,32767,2176,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,18,32767,2304,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,19,32767,2432,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,20,32767,2560,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,1,65535,128,128,129,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,2,65535,256,384,385,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,3,65535,384,768,769,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,4,65535,512,1152,1153,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,5,65535,640,2432,2433,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,6,65535,768,82432,82433,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,7,65535,896,1443840,1443841,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,8,65535,1024,18609280,18609281,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,9,65535,1152,195084672,195084673,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,10,65535,1280,1747949056,1747949057,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,11,65535,1408,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,12,65535,1536,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,13,65535,1664,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,14,65535,1792,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,15,65535,1920,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,16,65535,2048,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,17,65535,2176,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,18,65535,2304,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,19,65535,2432,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,20,65535,2560,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,1,131071,128,128,129,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,2,131071,256,384,385,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,3,131071,384,640,641,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,4,131071,512,1024,1025,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,5,131071,640,1408,1409,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,6,131071,768,14720,14721,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,7,131071,896,295552,295553,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,8,131071,1024,4014592,4014593,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,9,131071,1152,43313536,43313537,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,10,131071,1280,395262208,395262209,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,11,131071,1408,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,12,131071,1536,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,13,131071,1664,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,14,131071,1792,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,15,131071,1920,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,16,131071,2048,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,17,131071,2176,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,18,131071,2304,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,19,131071,2432,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,20,131071,2560,6400000000000,6400000000000,AtLeast,exhaustive-beta-zeta,50000000000,true,local-minimum
Quantum128BitADPS16,Q32Offset99,128,1,262143,128,128,129,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,2,262143,256,384,385,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,3,262143,384,640,641,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,4,262143,512,896,897,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,5,262143,640,1280,1281,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,6,262143,768,2048,2049,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,7,262143,896,57088,57089,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,8,262143,1024,842496,842497,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,9,262143,1152,9455104,9455105,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
Quantum128BitADPS16,Q32Offset99,128,10,262143,1280,88338176,88338177,Exact,exhaustive-beta-zeta,50000000000,false,local-minimum
