family,d,rank,collision_l2_sq,max_width,target_bits,search_cap,hit_cap,max_rop_log2,next_rop_log2,max_beta,next_beta
q32,32,14,32,6400000000000,128.00000000000000000,6400000000000,true,inf,,11468,
q32,32,15,32,6400000000000,128.00000000000000000,6400000000000,true,inf,,12287,
q32,32,16,32,6400000000000,128.00000000000000000,6400000000000,true,inf,,13107,
q32,32,17,32,6400000000000,128.00000000000000000,6400000000000,true,inf,,13926,
q32,32,18,32,6400000000000,128.00000000000000000,6400000000000,true,inf,,14745,
q32,32,19,32,6400000000000,128.00000000000000000,6400000000000,true,inf,,15564,
q32,32,20,32,6400000000000,128.00000000000000000,6400000000000,true,inf,,16383,
q32,32,1,64,6400000000000,128.00000000000000000,6400000000000,true,inf,,682,
q32,32,2,64,6400000000000,128.00000000000000000,6400000000000,true,inf,,1365,
q32,32,3,64,6400000000000,128.00000000000000000,6400000000000,true,inf,,2047,
q32,32,4,64,6400000000000,128.00000000000000000,6400000000000,true,inf,,2730,
q32,32,5,64,6400000000000,128.00000000000000000,6400000000000,true,inf,,3413,
q32,32,6,64,6400000000000,128.00000000000000000,6400000000000,true,inf,,4095,
q32,32,7,64,6400000000000,128.00000000000000000,6400000000000,true,inf,,4778,
q32,32,8,64,6400000000000,128.00000000000000000,6400000000000,true,inf,,5461,
q32,32,9,64,6400000000000,128.00000000000000000,6400000000000,true,inf,,6143,
q32,32,10,64,6400000000000,128.00000000000000000,6400000000000,true,inf,,6826,
q32,32,11,64,6400000000000,128.00000000000000000,6400000000000,true,inf,,7509,
q32,32,12,64,6400000000000,128.00000000000000000,6400000000000,true,inf,,8191,
q32,32,13,64,6400000000000,128.00000000000000000,6400000000000,true,inf,,8874,
q32,32,14,64,6400000000000,128.00000000000000000,6400000000000,true,inf,,9557,
q32,32,15,64,6400000000000,128.00000000000000000,6400000000000,true,inf,,10239,
q32,32,16,64,6400000000000,128.00000000000000000,6400000000000,true,inf,,10922,
q32,32,17,64,6400000000000,128.00000000000000000,6400000000000,true,inf,,11605,
