baseline,machine_config,library,field,ext_degree,basis,op,workload,vectorization,arch,simd,width,unit,ns_per_op_or_lane,lower,upper,family,label,group,bench_id
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,add,throughput_stream,scalar,x86_64,avx512,16,ns/op,0.684,0.684,0.684,ext4,p31o19_tw_fp4,field_arith_ext4_throughput_stream_p31o19_tw_fp4_w16,scalar_add_stream_8x128_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,add_neg,latency_chain,packed,x86_64,avx512,16,ns/lane,0.143,0.143,0.143,ext4,p31o19_tw_fp4,field_arith_ext4_latency_chain_p31o19_tw_fp4_w16,packed_add_neg_chain_512x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,add_neg,latency_chain,scalar,x86_64,avx512,16,ns/op,2.003,2.003,2.003,ext4,p31o19_tw_fp4,field_arith_ext4_latency_chain_p31o19_tw_fp4_w16,scalar_add_neg_chain_512_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,double,latency_chain,packed,x86_64,avx512,16,ns/lane,0.069,0.069,0.069,ext4,p31o19_tw_fp4,field_arith_ext4_latency_chain_p31o19_tw_fp4_w16,packed_double_chain_512x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,double,latency_chain,scalar,x86_64,avx512,16,ns/op,0.845,0.845,0.845,ext4,p31o19_tw_fp4,field_arith_ext4_latency_chain_p31o19_tw_fp4_w16,scalar_double_chain_512_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,double_add,latency_chain,packed,x86_64,avx512,16,ns/lane,0.140,0.140,0.141,ext4,p31o19_tw_fp4,field_arith_ext4_latency_chain_p31o19_tw_fp4_w16,packed_double_add_chain_512x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,double_add,latency_chain,scalar,x86_64,avx512,16,ns/op,2.388,2.388,2.389,ext4,p31o19_tw_fp4,field_arith_ext4_latency_chain_p31o19_tw_fp4_w16,scalar_double_add_chain_512_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,inverse,latency_chain,packed,x86_64,avx512,16,ns/lane,73.590,73.584,73.592,ext4,p31o19_tw_fp4,field_arith_ext4_latency_chain_p31o19_tw_fp4_w16,packed_inverse_chain_128x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,inverse,latency_chain,scalar,x86_64,avx512,16,ns/op,103.680,103.675,103.686,ext4,p31o19_tw_fp4,field_arith_ext4_latency_chain_p31o19_tw_fp4_w16,scalar_inverse_chain_128_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,inverse,throughput_stream,packed,x86_64,avx512,16,ns/lane,72.808,72.804,72.810,ext4,p31o19_tw_fp4,field_arith_ext4_throughput_stream_p31o19_tw_fp4_w16,packed_inverse_stream_8x16x32_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,inverse,throughput_stream,scalar,x86_64,avx512,16,ns/op,92.913,92.911,92.916,ext4,p31o19_tw_fp4,field_arith_ext4_throughput_stream_p31o19_tw_fp4_w16,scalar_inverse_stream_8x32_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,mul,latency_chain,packed,x86_64,avx512,16,ns/lane,0.549,0.549,0.549,ext4,p31o19_tw_fp4,field_arith_ext4_latency_chain_p31o19_tw_fp4_w16,packed_mul_chain_512x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,mul,latency_chain,scalar,x86_64,avx512,16,ns/op,11.800,11.799,11.801,ext4,p31o19_tw_fp4,field_arith_ext4_latency_chain_p31o19_tw_fp4_w16,scalar_mul_chain_512_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,mul,throughput_stream,packed,x86_64,avx512,16,ns/lane,0.451,0.451,0.451,ext4,p31o19_tw_fp4,field_arith_ext4_throughput_stream_p31o19_tw_fp4_w16,packed_mul_stream_8x16x128_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,mul,throughput_stream,scalar,x86_64,avx512,16,ns/op,10.511,10.509,10.514,ext4,p31o19_tw_fp4,field_arith_ext4_throughput_stream_p31o19_tw_fp4_w16,scalar_mul_stream_8x128_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,mul_add,latency_chain,packed,x86_64,avx512,16,ns/lane,0.611,0.610,0.611,ext4,p31o19_tw_fp4,field_arith_ext4_latency_chain_p31o19_tw_fp4_w16,packed_mul_add_chain_512x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,mul_add,latency_chain,scalar,x86_64,avx512,16,ns/op,12.921,12.915,12.925,ext4,p31o19_tw_fp4,field_arith_ext4_latency_chain_p31o19_tw_fp4_w16,scalar_mul_add_chain_512_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,mul_self,latency_chain,packed,x86_64,avx512,16,ns/lane,0.526,0.526,0.526,ext4,p31o19_tw_fp4,field_arith_ext4_latency_chain_p31o19_tw_fp4_w16,packed_mul_self_chain_512x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,mul_self,latency_chain,scalar,x86_64,avx512,16,ns/op,10.389,10.384,10.391,ext4,p31o19_tw_fp4,field_arith_ext4_latency_chain_p31o19_tw_fp4_w16,scalar_mul_self_chain_512_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,mul_self,throughput_stream,packed,x86_64,avx512,16,ns/lane,0.408,0.408,0.408,ext4,p31o19_tw_fp4,field_arith_ext4_throughput_stream_p31o19_tw_fp4_w16,packed_mul_self_stream_8x16x128_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,neg,latency_chain,packed,x86_64,avx512,16,ns/lane,0.069,0.069,0.069,ext4,p31o19_tw_fp4,field_arith_ext4_latency_chain_p31o19_tw_fp4_w16,packed_neg_chain_512x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,neg,latency_chain,scalar,x86_64,avx512,16,ns/op,0.729,0.729,0.729,ext4,p31o19_tw_fp4,field_arith_ext4_latency_chain_p31o19_tw_fp4_w16,scalar_neg_chain_512_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,square,latency_chain,packed,x86_64,avx512,16,ns/lane,0.530,0.530,0.530,ext4,p31o19_tw_fp4,field_arith_ext4_latency_chain_p31o19_tw_fp4_w16,packed_square_chain_512x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,square,latency_chain,scalar,x86_64,avx512,16,ns/op,9.432,9.432,9.432,ext4,p31o19_tw_fp4,field_arith_ext4_latency_chain_p31o19_tw_fp4_w16,scalar_square_chain_512_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,square,throughput_stream,packed,x86_64,avx512,16,ns/lane,0.411,0.411,0.411,ext4,p31o19_tw_fp4,field_arith_ext4_throughput_stream_p31o19_tw_fp4_w16,packed_square_stream_8x16x128_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,square,throughput_stream,scalar,x86_64,avx512,16,ns/op,4.569,4.569,4.569,ext4,p31o19_tw_fp4,field_arith_ext4_throughput_stream_p31o19_tw_fp4_w16,scalar_square_stream_8x128_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,sub,latency_chain,packed,x86_64,avx512,16,ns/lane,0.072,0.072,0.072,ext4,p31o19_tw_fp4,field_arith_ext4_latency_chain_p31o19_tw_fp4_w16,packed_sub_chain_512x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,sub,latency_chain,scalar,x86_64,avx512,16,ns/op,1.046,1.046,1.047,ext4,p31o19_tw_fp4,field_arith_ext4_latency_chain_p31o19_tw_fp4_w16,scalar_sub_chain_512_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,sub,throughput_stream,packed,x86_64,avx512,16,ns/lane,0.091,0.091,0.091,ext4,p31o19_tw_fp4,field_arith_ext4_throughput_stream_p31o19_tw_fp4_w16,packed_sub_stream_8x16x128_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,tower,sub,throughput_stream,scalar,x86_64,avx512,16,ns/op,0.683,0.683,0.683,ext4,p31o19_tw_fp4,field_arith_ext4_throughput_stream_p31o19_tw_fp4_w16,scalar_sub_stream_8x128_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,add,latency_chain,packed,x86_64,avx512,16,ns/lane,0.153,0.153,0.153,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,packed_add_chain_512x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,add,latency_chain,scalar,x86_64,avx512,16,ns/op,1.046,1.046,1.047,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,scalar_add_chain_512_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,add,throughput_stream,packed,x86_64,avx512,16,ns/lane,0.091,0.091,0.091,ext4,p31o19_pw_fp4,field_arith_ext4_throughput_stream_p31o19_pw_fp4_w16,packed_add_stream_8x16x128_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,add,throughput_stream,scalar,x86_64,avx512,16,ns/op,0.682,0.682,0.682,ext4,p31o19_pw_fp4,field_arith_ext4_throughput_stream_p31o19_pw_fp4_w16,scalar_add_stream_8x128_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,add_neg,latency_chain,packed,x86_64,avx512,16,ns/lane,0.222,0.222,0.222,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,packed_add_neg_chain_512x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,add_neg,latency_chain,scalar,x86_64,avx512,16,ns/op,1.748,1.748,1.748,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,scalar_add_neg_chain_512_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,double,latency_chain,packed,x86_64,avx512,16,ns/lane,0.407,0.407,0.407,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,packed_double_chain_512x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,double,latency_chain,scalar,x86_64,avx512,16,ns/op,1.046,1.046,1.046,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,scalar_double_chain_512_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,double_add,latency_chain,packed,x86_64,avx512,16,ns/lane,0.223,0.223,0.223,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,packed_double_add_chain_512x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,double_add,latency_chain,scalar,x86_64,avx512,16,ns/op,2.093,2.093,2.093,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,scalar_double_add_chain_512_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,inverse,latency_chain,packed,x86_64,avx512,16,ns/lane,73.142,73.136,73.143,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,packed_inverse_chain_128x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,inverse,latency_chain,scalar,x86_64,avx512,16,ns/op,99.422,99.420,99.425,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,scalar_inverse_chain_128_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,inverse,throughput_stream,packed,x86_64,avx512,16,ns/lane,73.019,73.016,73.024,ext4,p31o19_pw_fp4,field_arith_ext4_throughput_stream_p31o19_pw_fp4_w16,packed_inverse_stream_8x16x32_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,inverse,throughput_stream,scalar,x86_64,avx512,16,ns/op,94.681,94.667,94.689,ext4,p31o19_pw_fp4,field_arith_ext4_throughput_stream_p31o19_pw_fp4_w16,scalar_inverse_stream_8x32_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,mul,latency_chain,packed,x86_64,avx512,16,ns/lane,0.554,0.554,0.554,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,packed_mul_chain_512x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,mul,latency_chain,scalar,x86_64,avx512,16,ns/op,11.579,11.564,11.587,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,scalar_mul_chain_512_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,mul,throughput_stream,packed,x86_64,avx512,16,ns/lane,0.458,0.458,0.458,ext4,p31o19_pw_fp4,field_arith_ext4_throughput_stream_p31o19_pw_fp4_w16,packed_mul_stream_8x16x128_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,mul,throughput_stream,scalar,x86_64,avx512,16,ns/op,11.118,11.116,11.119,ext4,p31o19_pw_fp4,field_arith_ext4_throughput_stream_p31o19_pw_fp4_w16,scalar_mul_stream_8x128_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,mul_add,latency_chain,packed,x86_64,avx512,16,ns/lane,0.717,0.716,0.717,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,packed_mul_add_chain_512x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,mul_add,latency_chain,scalar,x86_64,avx512,16,ns/op,14.221,14.219,14.224,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,scalar_mul_add_chain_512_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,mul_self,latency_chain,packed,x86_64,avx512,16,ns/lane,0.528,0.528,0.528,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,packed_mul_self_chain_512x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,mul_self,latency_chain,scalar,x86_64,avx512,16,ns/op,9.237,9.235,9.241,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,scalar_mul_self_chain_512_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,mul_self,throughput_stream,packed,x86_64,avx512,16,ns/lane,0.409,0.409,0.409,ext4,p31o19_pw_fp4,field_arith_ext4_throughput_stream_p31o19_pw_fp4_w16,packed_mul_self_stream_8x16x128_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,neg,latency_chain,packed,x86_64,avx512,16,ns/lane,0.381,0.381,0.381,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,packed_neg_chain_512x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,neg,latency_chain,scalar,x86_64,avx512,16,ns/op,0.712,0.712,0.713,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,scalar_neg_chain_512_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,square,latency_chain,packed,x86_64,avx512,16,ns/lane,0.532,0.532,0.532,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,packed_square_chain_512x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,square,latency_chain,scalar,x86_64,avx512,16,ns/op,10.235,10.234,10.235,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,scalar_square_chain_512_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,square,throughput_stream,packed,x86_64,avx512,16,ns/lane,0.413,0.413,0.413,ext4,p31o19_pw_fp4,field_arith_ext4_throughput_stream_p31o19_pw_fp4_w16,packed_square_stream_8x16x128_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,square,throughput_stream,scalar,x86_64,avx512,16,ns/op,2.912,2.912,2.912,ext4,p31o19_pw_fp4,field_arith_ext4_throughput_stream_p31o19_pw_fp4_w16,scalar_square_stream_8x128_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,sub,latency_chain,packed,x86_64,avx512,16,ns/lane,0.153,0.153,0.153,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,packed_sub_chain_512x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,sub,latency_chain,scalar,x86_64,avx512,16,ns/op,1.046,1.046,1.046,ext4,p31o19_pw_fp4,field_arith_ext4_latency_chain_p31o19_pw_fp4_w16,scalar_sub_chain_512_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,sub,throughput_stream,packed,x86_64,avx512,16,ns/lane,0.090,0.090,0.090,ext4,p31o19_pw_fp4,field_arith_ext4_throughput_stream_p31o19_pw_fp4_w16,packed_sub_stream_8x16x128_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime31_offset19,4,power,sub,throughput_stream,scalar,x86_64,avx512,16,ns/op,0.681,0.680,0.681,ext4,p31o19_pw_fp4,field_arith_ext4_throughput_stream_p31o19_pw_fp4_w16,scalar_sub_stream_8x128_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,add,latency_chain,packed,x86_64,avx512,16,ns/lane,0.182,0.182,0.182,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,packed_add_chain_2048x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,add,latency_chain,scalar,x86_64,avx512,16,ns/op,0.523,0.523,0.523,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,scalar_add_chain_2048_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,add,throughput_stream,packed,x86_64,avx512,16,ns/lane,0.061,0.061,0.061,base,prime32_offset99,field_arith_base_throughput_stream_prime32_offset99_w16,packed_add_stream_8x16x256_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,add,throughput_stream,scalar,x86_64,avx512,16,ns/op,0.301,0.301,0.301,base,prime32_offset99,field_arith_base_throughput_stream_prime32_offset99_w16,scalar_add_stream_8x256_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,add_neg,latency_chain,packed,x86_64,avx512,16,ns/lane,0.302,0.302,0.302,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,packed_add_neg_chain_2048x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,add_neg,latency_chain,scalar,x86_64,avx512,16,ns/op,1.046,1.046,1.046,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,scalar_add_neg_chain_2048_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,double,latency_chain,packed,x86_64,avx512,16,ns/lane,0.219,0.219,0.219,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,packed_double_chain_2048x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,double,latency_chain,scalar,x86_64,avx512,16,ns/op,0.523,0.523,0.523,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,scalar_double_chain_2048_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,double_add,latency_chain,packed,x86_64,avx512,16,ns/lane,0.345,0.345,0.345,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,packed_double_add_chain_2048x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,double_add,latency_chain,scalar,x86_64,avx512,16,ns/op,1.046,1.046,1.046,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,scalar_double_add_chain_2048_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,inverse,latency_chain,packed,x86_64,avx512,16,ns/lane,80.000,79.997,80.000,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,packed_inverse_chain_128x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,inverse,latency_chain,scalar,x86_64,avx512,16,ns/op,87.855,87.852,87.858,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,scalar_inverse_chain_128_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,inverse,throughput_stream,packed,x86_64,avx512,16,ns/lane,80.069,80.065,80.072,base,prime32_offset99,field_arith_base_throughput_stream_prime32_offset99_w16,packed_inverse_stream_8x16x32_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,inverse,throughput_stream,scalar,x86_64,avx512,16,ns/op,79.988,79.984,79.991,base,prime32_offset99,field_arith_base_throughput_stream_prime32_offset99_w16,scalar_inverse_stream_8x32_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,mul,latency_chain,packed,x86_64,avx512,16,ns/lane,0.367,0.366,0.367,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,packed_mul_chain_2048x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,mul,latency_chain,scalar,x86_64,avx512,16,ns/op,2.615,2.615,2.616,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,scalar_mul_chain_2048_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,mul,throughput_stream,packed,x86_64,avx512,16,ns/lane,0.080,0.080,0.080,base,prime32_offset99,field_arith_base_throughput_stream_prime32_offset99_w16,packed_mul_stream_8x16x256_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,mul,throughput_stream,scalar,x86_64,avx512,16,ns/op,0.942,0.941,0.943,base,prime32_offset99,field_arith_base_throughput_stream_prime32_offset99_w16,scalar_mul_stream_8x256_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,mul_add,latency_chain,packed,x86_64,avx512,16,ns/lane,0.529,0.529,0.530,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,packed_mul_add_chain_2048x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,mul_add,latency_chain,scalar,x86_64,avx512,16,ns/op,3.139,3.139,3.139,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,scalar_mul_add_chain_2048_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,mul_self,latency_chain,packed,x86_64,avx512,16,ns/lane,0.450,0.450,0.450,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,packed_mul_self_chain_2048x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,mul_self,latency_chain,scalar,x86_64,avx512,16,ns/op,2.616,2.616,2.616,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,scalar_mul_self_chain_2048_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,mul_self,throughput_stream,packed,x86_64,avx512,16,ns/lane,0.079,0.078,0.079,base,prime32_offset99,field_arith_base_throughput_stream_prime32_offset99_w16,packed_mul_self_stream_8x16x256_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,neg,latency_chain,packed,x86_64,avx512,16,ns/lane,0.099,0.099,0.099,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,packed_neg_chain_2048x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,neg,latency_chain,scalar,x86_64,avx512,16,ns/op,0.436,0.436,0.436,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,scalar_neg_chain_2048_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,square,latency_chain,packed,x86_64,avx512,16,ns/lane,0.450,0.450,0.450,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,packed_square_chain_2048x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,square,latency_chain,scalar,x86_64,avx512,16,ns/op,2.616,2.615,2.616,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,scalar_square_chain_2048_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,square,throughput_stream,packed,x86_64,avx512,16,ns/lane,0.079,0.079,0.079,base,prime32_offset99,field_arith_base_throughput_stream_prime32_offset99_w16,packed_square_stream_8x16x256_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,square,throughput_stream,scalar,x86_64,avx512,16,ns/op,0.937,0.936,0.937,base,prime32_offset99,field_arith_base_throughput_stream_prime32_offset99_w16,scalar_square_stream_8x256_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,sub,latency_chain,packed,x86_64,avx512,16,ns/lane,0.118,0.118,0.118,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,packed_sub_chain_2048x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,sub,latency_chain,scalar,x86_64,avx512,16,ns/op,0.698,0.697,0.698,base,prime32_offset99,field_arith_base_latency_chain_prime32_offset99_w16,scalar_sub_chain_2048_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,sub,throughput_stream,packed,x86_64,avx512,16,ns/lane,0.051,0.051,0.051,base,prime32_offset99,field_arith_base_throughput_stream_prime32_offset99_w16,packed_sub_stream_8x16x256_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,,,sub,throughput_stream,scalar,x86_64,avx512,16,ns/op,0.255,0.255,0.255,base,prime32_offset99,field_arith_base_throughput_stream_prime32_offset99_w16,scalar_sub_stream_8x256_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,4,ring_subfield,add,latency_chain,packed,x86_64,avx512,16,ns/lane,0.167,0.167,0.167,ext4,p32o99_rs_fp4,field_arith_ext4_latency_chain_p32o99_rs_fp4_w16,packed_add_chain_512x16_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,4,ring_subfield,add,latency_chain,scalar,x86_64,avx512,16,ns/op,2.005,2.004,2.005,ext4,p32o99_rs_fp4,field_arith_ext4_latency_chain_p32o99_rs_fp4_w16,scalar_add_chain_512_ns_per_op
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,4,ring_subfield,add,throughput_stream,packed,x86_64,avx512,16,ns/lane,0.104,0.104,0.104,ext4,p32o99_rs_fp4,field_arith_ext4_throughput_stream_p32o99_rs_fp4_w16,packed_add_stream_8x16x128_ns_lane
avx512,amd-ryzen-9950x-avx512,akita,prime32_offset99,4,ring_subfield,add,throughput_stream,scalar,x86_64,avx512,16,ns/op,0.941,0.941,0.942,ext4,p32o99_rs_fp4,field_arith_ext4_throughput_stream_p32o99_rs_fp4_w16,scalar_add_stream_8x128_ns_per_op
