baseline,machine_config,library,field,ext_degree,basis,op,workload,vectorization,arch,simd,width,unit,ns_per_op_or_lane,lower,upper,family,label,group,bench_id
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,4,,mul,latency_chain,packed,x86_64,avx2,8,ns/lane,1.472,1.472,1.472,ext4,p3_baby_bear_ext4,field_arith_ext4_latency_chain_p3_baby_bear_ext4_w8,packed_mul_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,4,,mul,latency_chain,scalar,x86_64,avx2,8,ns/op,5.782,5.779,5.784,ext4,p3_baby_bear_ext4,field_arith_ext4_latency_chain_p3_baby_bear_ext4_w8,scalar_mul_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,4,,mul,throughput_stream,packed,x86_64,avx2,8,ns/lane,1.386,1.386,1.386,ext4,p3_baby_bear_ext4,field_arith_ext4_throughput_stream_p3_baby_bear_ext4_w8,packed_mul_stream_8x8x128_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,4,,mul,throughput_stream,scalar,x86_64,avx2,8,ns/op,2.815,2.815,2.815,ext4,p3_baby_bear_ext4,field_arith_ext4_throughput_stream_p3_baby_bear_ext4_w8,scalar_mul_stream_8x128_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,4,,mul_add,latency_chain,packed,x86_64,avx2,8,ns/lane,1.638,1.638,1.638,ext4,p3_baby_bear_ext4,field_arith_ext4_latency_chain_p3_baby_bear_ext4_w8,packed_mul_add_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,4,,mul_add,latency_chain,scalar,x86_64,avx2,8,ns/op,6.869,6.869,6.870,ext4,p3_baby_bear_ext4,field_arith_ext4_latency_chain_p3_baby_bear_ext4_w8,scalar_mul_add_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,4,,mul_self,latency_chain,packed,x86_64,avx2,8,ns/lane,1.555,1.555,1.555,ext4,p3_baby_bear_ext4,field_arith_ext4_latency_chain_p3_baby_bear_ext4_w8,packed_mul_self_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,4,,mul_self,latency_chain,scalar,x86_64,avx2,8,ns/op,8.983,8.982,8.983,ext4,p3_baby_bear_ext4,field_arith_ext4_latency_chain_p3_baby_bear_ext4_w8,scalar_mul_self_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,4,,neg,latency_chain,packed,x86_64,avx2,8,ns/lane,0.137,0.136,0.137,ext4,p3_baby_bear_ext4,field_arith_ext4_latency_chain_p3_baby_bear_ext4_w8,packed_neg_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,4,,neg,latency_chain,scalar,x86_64,avx2,8,ns/op,0.872,0.872,0.872,ext4,p3_baby_bear_ext4,field_arith_ext4_latency_chain_p3_baby_bear_ext4_w8,scalar_neg_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,4,,square,latency_chain,packed,x86_64,avx2,8,ns/lane,1.418,1.418,1.418,ext4,p3_baby_bear_ext4,field_arith_ext4_latency_chain_p3_baby_bear_ext4_w8,packed_square_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,4,,square,latency_chain,scalar,x86_64,avx2,8,ns/op,4.421,4.421,4.421,ext4,p3_baby_bear_ext4,field_arith_ext4_latency_chain_p3_baby_bear_ext4_w8,scalar_square_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,4,,square,throughput_stream,packed,x86_64,avx2,8,ns/lane,1.166,1.166,1.166,ext4,p3_baby_bear_ext4,field_arith_ext4_throughput_stream_p3_baby_bear_ext4_w8,packed_square_stream_8x8x128_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,4,,square,throughput_stream,scalar,x86_64,avx2,8,ns/op,2.417,2.417,2.417,ext4,p3_baby_bear_ext4,field_arith_ext4_throughput_stream_p3_baby_bear_ext4_w8,scalar_square_stream_8x128_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,4,,sub,latency_chain,packed,x86_64,avx2,8,ns/lane,0.140,0.140,0.140,ext4,p3_baby_bear_ext4,field_arith_ext4_latency_chain_p3_baby_bear_ext4_w8,packed_sub_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,4,,sub,latency_chain,scalar,x86_64,avx2,8,ns/op,1.046,1.046,1.046,ext4,p3_baby_bear_ext4,field_arith_ext4_latency_chain_p3_baby_bear_ext4_w8,scalar_sub_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,4,,sub,throughput_stream,packed,x86_64,avx2,8,ns/lane,0.161,0.161,0.161,ext4,p3_baby_bear_ext4,field_arith_ext4_throughput_stream_p3_baby_bear_ext4_w8,packed_sub_stream_8x8x128_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,4,,sub,throughput_stream,scalar,x86_64,avx2,8,ns/op,0.353,0.353,0.353,ext4,p3_baby_bear_ext4,field_arith_ext4_throughput_stream_p3_baby_bear_ext4_w8,scalar_sub_stream_8x128_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,add,latency_chain,packed,x86_64,avx2,8,ns/lane,0.147,0.147,0.147,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,packed_add_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,add,latency_chain,scalar,x86_64,avx2,8,ns/op,1.046,1.046,1.046,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,scalar_add_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,add,throughput_stream,packed,x86_64,avx2,8,ns/lane,0.137,0.137,0.137,ext5,p3_baby_bear_ext5,field_arith_ext5_throughput_stream_p3_baby_bear_ext5_w8,packed_add_stream_8x8x128_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,add,throughput_stream,scalar,x86_64,avx2,8,ns/op,0.429,0.429,0.429,ext5,p3_baby_bear_ext5,field_arith_ext5_throughput_stream_p3_baby_bear_ext5_w8,scalar_add_stream_8x128_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,add_neg,latency_chain,packed,x86_64,avx2,8,ns/lane,0.280,0.280,0.280,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,packed_add_neg_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,add_neg,latency_chain,scalar,x86_64,avx2,8,ns/op,2.092,2.092,2.092,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,scalar_add_neg_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,double,latency_chain,packed,x86_64,avx2,8,ns/lane,0.147,0.146,0.147,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,packed_double_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,double,latency_chain,scalar,x86_64,avx2,8,ns/op,2.392,2.391,2.392,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,scalar_double_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,double_add,latency_chain,packed,x86_64,avx2,8,ns/lane,0.293,0.292,0.293,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,packed_double_add_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,double_add,latency_chain,scalar,x86_64,avx2,8,ns/op,2.092,2.092,2.092,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,scalar_double_add_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,inverse,latency_chain,scalar,x86_64,avx2,8,ns/op,186.092,186.042,186.135,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,scalar_inverse_chain_128_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,inverse,throughput_stream,scalar,x86_64,avx2,8,ns/op,180.593,180.561,180.632,ext5,p3_baby_bear_ext5,field_arith_ext5_throughput_stream_p3_baby_bear_ext5_w8,scalar_inverse_stream_8x32_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,mul,latency_chain,packed,x86_64,avx2,8,ns/lane,3.147,3.147,3.147,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,packed_mul_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,mul,latency_chain,scalar,x86_64,avx2,8,ns/op,9.389,9.388,9.390,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,scalar_mul_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,mul,throughput_stream,packed,x86_64,avx2,8,ns/lane,2.235,2.234,2.235,ext5,p3_baby_bear_ext5,field_arith_ext5_throughput_stream_p3_baby_bear_ext5_w8,packed_mul_stream_8x8x128_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,mul,throughput_stream,scalar,x86_64,avx2,8,ns/op,4.398,4.398,4.398,ext5,p3_baby_bear_ext5,field_arith_ext5_throughput_stream_p3_baby_bear_ext5_w8,scalar_mul_stream_8x128_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,mul_add,latency_chain,packed,x86_64,avx2,8,ns/lane,2.686,2.686,2.686,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,packed_mul_add_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,mul_add,latency_chain,scalar,x86_64,avx2,8,ns/op,11.051,11.050,11.051,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,scalar_mul_add_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,mul_self,latency_chain,packed,x86_64,avx2,8,ns/lane,3.713,3.713,3.714,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,packed_mul_self_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,mul_self,latency_chain,scalar,x86_64,avx2,8,ns/op,11.011,11.010,11.012,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,scalar_mul_self_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,neg,latency_chain,packed,x86_64,avx2,8,ns/lane,0.145,0.145,0.145,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,packed_neg_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,neg,latency_chain,scalar,x86_64,avx2,8,ns/op,0.872,0.872,0.872,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,scalar_neg_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,square,latency_chain,packed,x86_64,avx2,8,ns/lane,1.831,1.825,1.833,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,packed_square_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,square,latency_chain,scalar,x86_64,avx2,8,ns/op,12.696,12.693,12.698,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,scalar_square_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,square,throughput_stream,packed,x86_64,avx2,8,ns/lane,1.642,1.641,1.642,ext5,p3_baby_bear_ext5,field_arith_ext5_throughput_stream_p3_baby_bear_ext5_w8,packed_square_stream_8x8x128_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,square,throughput_stream,scalar,x86_64,avx2,8,ns/op,2.827,2.827,2.827,ext5,p3_baby_bear_ext5,field_arith_ext5_throughput_stream_p3_baby_bear_ext5_w8,scalar_square_stream_8x128_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,sub,latency_chain,packed,x86_64,avx2,8,ns/lane,0.147,0.147,0.147,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,packed_sub_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,sub,latency_chain,scalar,x86_64,avx2,8,ns/op,1.046,1.046,1.046,ext5,p3_baby_bear_ext5,field_arith_ext5_latency_chain_p3_baby_bear_ext5_w8,scalar_sub_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,sub,throughput_stream,packed,x86_64,avx2,8,ns/lane,0.141,0.141,0.141,ext5,p3_baby_bear_ext5,field_arith_ext5_throughput_stream_p3_baby_bear_ext5_w8,packed_sub_stream_8x8x128_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,baby_bear,5,,sub,throughput_stream,scalar,x86_64,avx2,8,ns/op,0.427,0.427,0.427,ext5,p3_baby_bear_ext5,field_arith_ext5_throughput_stream_p3_baby_bear_ext5_w8,scalar_sub_stream_8x128_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,add,latency_chain,packed,x86_64,avx2,8,ns/lane,0.185,0.185,0.185,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,packed_add_chain_2048x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,add,latency_chain,scalar,x86_64,avx2,8,ns/op,0.523,0.523,0.523,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,scalar_add_chain_2048_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,add,throughput_stream,packed,x86_64,avx2,8,ns/lane,0.056,0.056,0.056,base,p3_koala_bear,field_arith_base_throughput_stream_p3_koala_bear_w8,packed_add_stream_8x8x256_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,add,throughput_stream,scalar,x86_64,avx2,8,ns/op,0.303,0.303,0.303,base,p3_koala_bear,field_arith_base_throughput_stream_p3_koala_bear_w8,scalar_add_stream_8x256_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,add_neg,latency_chain,packed,x86_64,avx2,8,ns/lane,0.316,0.316,0.316,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,packed_add_neg_chain_2048x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,add_neg,latency_chain,scalar,x86_64,avx2,8,ns/op,1.046,1.046,1.046,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,scalar_add_neg_chain_2048_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,double,latency_chain,packed,x86_64,avx2,8,ns/lane,0.316,0.316,0.316,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,packed_double_chain_2048x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,double,latency_chain,scalar,x86_64,avx2,8,ns/op,0.501,0.501,0.501,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,scalar_double_chain_2048_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,double_add,latency_chain,packed,x86_64,avx2,8,ns/lane,0.316,0.316,0.316,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,packed_double_add_chain_2048x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,double_add,latency_chain,scalar,x86_64,avx2,8,ns/op,1.047,1.047,1.047,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,scalar_double_add_chain_2048_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,inverse,latency_chain,packed,x86_64,avx2,8,ns/lane,139.933,139.907,139.944,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,packed_inverse_chain_128x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,inverse,latency_chain,scalar,x86_64,avx2,8,ns/op,136.401,136.314,136.438,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,scalar_inverse_chain_128_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,inverse,throughput_stream,packed,x86_64,avx2,8,ns/lane,138.412,138.375,138.451,base,p3_koala_bear,field_arith_base_throughput_stream_p3_koala_bear_w8,packed_inverse_stream_8x8x32_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,inverse,throughput_stream,scalar,x86_64,avx2,8,ns/op,140.175,140.146,140.204,base,p3_koala_bear,field_arith_base_throughput_stream_p3_koala_bear_w8,scalar_inverse_stream_8x32_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,mul,latency_chain,packed,x86_64,avx2,8,ns/lane,0.633,0.633,0.633,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,packed_mul_chain_2048x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,mul,latency_chain,scalar,x86_64,avx2,8,ns/op,2.266,2.266,2.266,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,scalar_mul_chain_2048_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,mul,throughput_stream,packed,x86_64,avx2,8,ns/lane,0.102,0.102,0.102,base,p3_koala_bear,field_arith_base_throughput_stream_p3_koala_bear_w8,packed_mul_stream_8x8x256_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,mul,throughput_stream,scalar,x86_64,avx2,8,ns/op,0.632,0.632,0.632,base,p3_koala_bear,field_arith_base_throughput_stream_p3_koala_bear_w8,scalar_mul_stream_8x256_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,mul_add,latency_chain,packed,x86_64,avx2,8,ns/lane,0.766,0.766,0.766,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,packed_mul_add_chain_2048x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,mul_add,latency_chain,scalar,x86_64,avx2,8,ns/op,2.441,2.441,2.441,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,scalar_mul_add_chain_2048_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,mul_self,latency_chain,packed,x86_64,avx2,8,ns/lane,0.797,0.797,0.797,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,packed_mul_self_chain_2048x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,mul_self,latency_chain,scalar,x86_64,avx2,8,ns/op,2.266,2.266,2.267,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,scalar_mul_self_chain_2048_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,neg,latency_chain,packed,x86_64,avx2,8,ns/lane,0.131,0.131,0.131,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,packed_neg_chain_2048x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,neg,latency_chain,scalar,x86_64,avx2,8,ns/op,0.436,0.436,0.436,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,scalar_neg_chain_2048_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,square,latency_chain,packed,x86_64,avx2,8,ns/lane,0.797,0.797,0.797,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,packed_square_chain_2048x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,square,latency_chain,scalar,x86_64,avx2,8,ns/op,2.266,2.266,2.267,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,scalar_square_chain_2048_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,square,throughput_stream,packed,x86_64,avx2,8,ns/lane,0.099,0.099,0.099,base,p3_koala_bear,field_arith_base_throughput_stream_p3_koala_bear_w8,packed_square_stream_8x8x256_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,square,throughput_stream,scalar,x86_64,avx2,8,ns/op,0.742,0.742,0.742,base,p3_koala_bear,field_arith_base_throughput_stream_p3_koala_bear_w8,scalar_square_stream_8x256_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,sub,latency_chain,packed,x86_64,avx2,8,ns/lane,0.185,0.185,0.185,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,packed_sub_chain_2048x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,sub,latency_chain,scalar,x86_64,avx2,8,ns/op,0.523,0.523,0.523,base,p3_koala_bear,field_arith_base_latency_chain_p3_koala_bear_w8,scalar_sub_chain_2048_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,sub,throughput_stream,packed,x86_64,avx2,8,ns/lane,0.056,0.056,0.056,base,p3_koala_bear,field_arith_base_throughput_stream_p3_koala_bear_w8,packed_sub_stream_8x8x256_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,,,sub,throughput_stream,scalar,x86_64,avx2,8,ns/op,0.293,0.292,0.293,base,p3_koala_bear,field_arith_base_throughput_stream_p3_koala_bear_w8,scalar_sub_stream_8x256_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,4,,add,latency_chain,packed,x86_64,avx2,8,ns/lane,0.139,0.139,0.140,ext4,p3_koala_bear_ext4,field_arith_ext4_latency_chain_p3_koala_bear_ext4_w8,packed_add_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,4,,add,latency_chain,scalar,x86_64,avx2,8,ns/op,1.046,1.046,1.046,ext4,p3_koala_bear_ext4,field_arith_ext4_latency_chain_p3_koala_bear_ext4_w8,scalar_add_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,4,,add,throughput_stream,packed,x86_64,avx2,8,ns/lane,0.161,0.161,0.161,ext4,p3_koala_bear_ext4,field_arith_ext4_throughput_stream_p3_koala_bear_ext4_w8,packed_add_stream_8x8x128_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,4,,add,throughput_stream,scalar,x86_64,avx2,8,ns/op,0.354,0.354,0.354,ext4,p3_koala_bear_ext4,field_arith_ext4_throughput_stream_p3_koala_bear_ext4_w8,scalar_add_stream_8x128_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,4,,add_neg,latency_chain,packed,x86_64,avx2,8,ns/lane,0.276,0.276,0.277,ext4,p3_koala_bear_ext4,field_arith_ext4_latency_chain_p3_koala_bear_ext4_w8,packed_add_neg_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,4,,add_neg,latency_chain,scalar,x86_64,avx2,8,ns/op,2.091,2.091,2.091,ext4,p3_koala_bear_ext4,field_arith_ext4_latency_chain_p3_koala_bear_ext4_w8,scalar_add_neg_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,4,,double,latency_chain,packed,x86_64,avx2,8,ns/lane,0.137,0.136,0.137,ext4,p3_koala_bear_ext4,field_arith_ext4_latency_chain_p3_koala_bear_ext4_w8,packed_double_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,4,,double,latency_chain,scalar,x86_64,avx2,8,ns/op,1.726,1.726,1.726,ext4,p3_koala_bear_ext4,field_arith_ext4_latency_chain_p3_koala_bear_ext4_w8,scalar_double_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,4,,double_add,latency_chain,packed,x86_64,avx2,8,ns/lane,0.279,0.279,0.279,ext4,p3_koala_bear_ext4,field_arith_ext4_latency_chain_p3_koala_bear_ext4_w8,packed_double_add_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,4,,double_add,latency_chain,scalar,x86_64,avx2,8,ns/op,2.092,2.092,2.092,ext4,p3_koala_bear_ext4,field_arith_ext4_latency_chain_p3_koala_bear_ext4_w8,scalar_double_add_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,4,,inverse,latency_chain,scalar,x86_64,avx2,8,ns/op,160.431,160.404,160.464,ext4,p3_koala_bear_ext4,field_arith_ext4_latency_chain_p3_koala_bear_ext4_w8,scalar_inverse_chain_128_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,4,,inverse,throughput_stream,scalar,x86_64,avx2,8,ns/op,153.415,153.389,153.443,ext4,p3_koala_bear_ext4,field_arith_ext4_throughput_stream_p3_koala_bear_ext4_w8,scalar_inverse_stream_8x32_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,4,,mul,latency_chain,packed,x86_64,avx2,8,ns/lane,1.472,1.472,1.472,ext4,p3_koala_bear_ext4,field_arith_ext4_latency_chain_p3_koala_bear_ext4_w8,packed_mul_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,4,,mul,latency_chain,scalar,x86_64,avx2,8,ns/op,5.705,5.704,5.706,ext4,p3_koala_bear_ext4,field_arith_ext4_latency_chain_p3_koala_bear_ext4_w8,scalar_mul_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,4,,mul,throughput_stream,packed,x86_64,avx2,8,ns/lane,1.396,1.395,1.396,ext4,p3_koala_bear_ext4,field_arith_ext4_throughput_stream_p3_koala_bear_ext4_w8,packed_mul_stream_8x8x128_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,4,,mul,throughput_stream,scalar,x86_64,avx2,8,ns/op,2.397,2.396,2.397,ext4,p3_koala_bear_ext4,field_arith_ext4_throughput_stream_p3_koala_bear_ext4_w8,scalar_mul_stream_8x128_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,4,,mul_add,latency_chain,packed,x86_64,avx2,8,ns/lane,1.638,1.638,1.638,ext4,p3_koala_bear_ext4,field_arith_ext4_latency_chain_p3_koala_bear_ext4_w8,packed_mul_add_chain_512x8_ns_lane
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,4,,mul_add,latency_chain,scalar,x86_64,avx2,8,ns/op,6.797,6.794,6.799,ext4,p3_koala_bear_ext4,field_arith_ext4_latency_chain_p3_koala_bear_ext4_w8,scalar_mul_add_chain_512_ns_per_op
avx2,amd-ryzen-9950x-avx2,plonky3,koala_bear,4,,mul_self,latency_chain,packed,x86_64,avx2,8,ns/lane,1.555,1.555,1.555,ext4,p3_koala_bear_ext4,field_arith_ext4_latency_chain_p3_koala_bear_ext4_w8,packed_mul_self_chain_512x8_ns_lane
